"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SM.POP.TOTL","International migrant stock, total","International migrant stock, total is the number of people at mid-year born in a country other than that in which they live. It also includes refugees.","International Migrant Stock, United Nations (UN), publisher: UN Population Division",
